t,s0,product,p,s,c,log_rel_share
336,0.37400000000000005,1,3.9330473576150684,0.344,0.8673757944674749,-0.08361414004113381
337,0.388,1,4.033838596656379,0.228,1.2961355308446452,-0.5316597106688327
338,0.3979999999999999,1,4.2450333646719836,0.34,1.2977642767522821,-0.15750638767423034
339,0.38599999999999995,1,4.272232853459974,0.332,1.1112571038024233,-0.15070240054834214
340,0.43,1,3.631289844591408,0.264,0.866134032093322,-0.48783610554129186
341,0.29599999999999993,1,3.842141539906922,0.33,1.0547318199597375,0.10873320013646579
342,0.308,1,3.9986419702614318,0.366,0.7975775307212212,0.1725335504277917
343,0.3479999999999999,1,3.8438102438369737,0.33,0.8294966777353263,-0.05310982531394817
344,0.32800000000000007,1,4.137209040367613,0.414,0.954712203323745,0.2328523654411703
345,0.44399999999999995,1,4.067509593441034,0.278,1.262848826628899,-0.4682034487415874
346,0.35999999999999993,1,4.16932050441218,0.306,1.1999287170579362,-0.1625189294977747
347,0.3460000000000001,1,4.183723837564797,0.44,0.7765172149798356,0.24033595185458226
348,0.29799999999999993,1,3.9971907059514846,0.322,0.9367560299561505,0.07745805903900416
349,0.29400000000000004,1,4.328904076794651,0.44,0.8450246471160742,0.40319495957362517
350,0.332,1,4.156259764989839,0.356,1.0580421339230748,0.06979576193554171
351,0.3500000000000001,1,4.4974258511836105,0.41,0.9966945744257951,0.1582240052148938
352,0.388,1,3.9028331625972097,0.354,0.9018395981305527,-0.09170842648949902
353,0.34,1,3.7760864156146434,0.354,0.7203027109378747,0.04035129552356724
354,0.36400000000000005,1,3.7199062659688558,0.346,0.6194394135716689,-0.05071509257901657
355,0.31799999999999995,1,3.7286344762703476,0.316,0.81598829800042,-0.006309169193264497
356,0.30199999999999994,1,3.782031537257615,0.326,0.859917453674787,0.07647036399183818
357,0.40599999999999997,1,3.579990553646959,0.272,0.7472369192967792,-0.40055109330573524
358,0.306,1,4.1584004080705235,0.374,0.9946010059293221,0.20067069546215124
359,0.4099999999999999,1,3.9712765005715687,0.332,0.9483976351367235,-0.21102219078186474
360,0.304,1,3.9887571372263846,0.284,1.1842542218040157,-0.06805346324501575
361,0.36599999999999994,1,4.1290980466162415,0.324,1.0642182987773237,-0.12188981760903664
362,0.32,1,4.3324515295219514,0.356,1.2472514465620257,0.10660973505825806
363,0.352,1,3.9657654259388657,0.37,0.9736794115505613,0.049871830040173155
364,0.27399999999999997,1,3.769452401775988,0.302,0.8741270205746162,0.0972989109867995
365,0.29600000000000004,1,4.3149732302116535,0.35,1.1313679918959891,0.16757370015939882
366,0.38999999999999996,1,3.603063625779329,0.286,0.7956087446989804,-0.31015492830383945
367,0.3419999999999999,1,3.6199098405684875,0.32,0.6619083698901432,-0.06648974126883261
368,0.30800000000000005,1,4.253703855293422,0.44,0.9472855699875715,0.3566749439387322
369,0.36399999999999993,1,3.646829728998865,0.332,0.5556644300740029,-0.0920188987202519
370,0.344,1,4.17317553348538,0.306,1.2572009329569596,-0.11705655542101755
371,0.334,1,3.6854988937708972,0.244,1.1130869803151318,-0.3139727676834986
372,0.34,1,3.821989655241302,0.376,0.6852828745688576,0.1006435257796873
373,0.262,1,3.8963850648825034,0.37,0.7642863709731854,0.3451585018771733
374,0.336,1,4.184114536809846,0.378,0.8739843208783706,0.11778303565638346
375,0.326,1,4.201748004056845,0.364,0.8830103384025008,0.11025648627003301
376,0.32999999999999996,1,4.105937112226899,0.326,1.006560104774901,-0.01219527309381813
377,0.432,1,3.7949462955467643,0.268,1.0725115912860839,-0.4774386077332535
378,0.366,1,4.213557651617701,0.356,1.0003826507073843,-0.027702602549335823
379,0.35600000000000004,1,3.9166519478655832,0.354,0.8329291902703932,-0.005633817718256131
380,0.364,1,3.9765576930970576,0.38,0.6658933913514739,0.04301738508369086
381,0.312,1,4.06175490336413,0.398,0.805738016942313,0.24344881747495545
382,0.312,1,3.7667266855704153,0.376,0.6523227709011465,0.1865859555804121
383,0.41000000000000003,1,4.184792003331157,0.38,0.9330702934401633,-0.07598590697792211
384,0.398,1,4.116139846231854,0.37,1.0491688571318383,-0.07294899964616766
385,0.36400000000000005,1,3.836421639195136,0.344,0.7344727889540354,-0.05651221026334257
386,0.342,1,4.050503443537371,0.364,1.0297652992807327,0.06234313057413535
387,0.368,1,4.114759934850024,0.252,1.4700084561554798,-0.37865385065750756
388,0.39799999999999996,1,3.99556758760831,0.32,0.9408087648528815,-0.2181310094906654
389,0.3380000000000001,1,4.164401519943064,0.44,0.6488738766090466,0.2637288314292879
390,0.388,1,4.111904888932322,0.374,0.945616078470348,-0.03674954220874149
391,0.366,1,3.7826111397035365,0.282,0.9472904504578454,-0.2607262624632527
392,0.35200000000000004,1,4.348782608022941,0.344,1.2395222521074476,-0.022989518224698947
393,0.31000000000000005,1,4.318599484592721,0.416,0.9897648358820604,0.2941129627820711
394,0.32000000000000006,1,4.3280756309126325,0.442,0.7556731919720947,0.32298888628392564
395,0.39599999999999996,1,3.963637408978575,0.304,1.0471214175570756,-0.2643865098482588
396,0.27,1,4.709944015437026,0.384,1.4640369007792369,0.352220593589352
397,0.3559999999999999,1,4.143630174686735,0.34,1.0260154687479757,-0.04598511324182315
398,0.346,1,4.012908272604458,0.308,1.0704458595514894,-0.11633899208414979
399,0.418,1,3.96225536266345,0.278,1.0923581004338343,-0.40786031883411905
400,0.37199999999999994,1,3.9546022524538884,0.32,1.1002782594403386,-0.15057285847937418
401,0.31999999999999995,1,3.7443665222240194,0.322,0.690597100338406,0.006230549750636163
402,0.2819999999999999,1,4.121421778133482,0.336,1.1513497507450712,0.17520408902509096
403,0.39999999999999997,1,4.367919033159307,0.296,1.5785240400599723,-0.3011050927839216
404,0.35799999999999993,1,3.903277390759568,0.342,0.8465590686073563,-0.04572224933809487
405,0.33599999999999997,1,3.7660991378750492,0.272,0.9340183608044237,-0.21130909366720677
406,0.32,1,4.39449155177784,0.392,0.9501777075032938,0.20294084399669038
407,0.324,1,4.084714812937013,0.346,0.91692160846234,0.06569525926539474
408,0.35200000000000004,1,4.203451502949748,0.238,1.5697951579582372,-0.39136050192662253
409,0.356,1,4.021453799211951,0.368,0.866639079452312,0.03315220731690055
410,0.356,1,4.0611938065093955,0.274,1.2735575451784609,-0.2618026244639601
411,0.31200000000000006,1,4.139711421692292,0.412,0.767321046377981,0.27802016154004383
412,0.346,1,4.064259526137486,0.304,1.1990453250104576,-0.12941107365150256
413,0.41400000000000003,1,4.2254742360205375,0.37,1.0823094678443697,-0.11236296818704442
414,0.408,1,4.557259242716225,0.39,1.3516144083208357,-0.045120435280469544
415,0.32,1,3.600132932386591,0.35,0.6062352826350403,0.08961215868968714
416,0.38999999999999996,1,4.406565037105825,0.28,1.5138229888487562,-0.33135713595444233
417,0.29999999999999993,1,3.77543095913187,0.326,0.7481557701924394,0.0831149067105068
418,0.36399999999999993,1,4.034334278033659,0.326,1.0608709896126547,-0.11025648627003284
419,0.374,1,4.02773550023786,0.348,0.8298034038560655,-0.07205331764005765
420,0.352,1,3.959608038017718,0.394,0.7577394525038557,0.11271973369983677
421,0.36599999999999994,1,3.7682914329551935,0.328,0.7492843609746396,-0.10961972501722228
422,0.37399999999999994,1,3.92221835442705,0.338,1.0656059863326341,-0.10120990193151297
423,0.35200000000000004,1,4.030718178813709,0.344,0.8873470495174737,-0.022989518224698947
424,0.35200000000000004,1,3.9145215060953285,0.348,0.7107245033793723,-0.011428695823622968
425,0.366,1,4.237549826062227,0.354,1.2071565843399703,-0.033336420267591836
426,0.37199999999999994,1,4.2757079938857325,0.34,1.0985129447850674,-0.08994823666293927
427,0.36599999999999994,1,4.118426750350932,0.32,1.1264550998154033,-0.13431233760759378
428,0.43599999999999994,1,4.06706740265105,0.3,1.201242567976249,-0.3738597686928331
429,0.3419999999999999,1,4.295232649141015,0.34,1.2325814633117316,-0.005865119452397799
430,0.466,1,4.2470075699590115,0.246,1.4017068872336835,-0.6388540981932831
431,0.39399999999999996,1,4.388398236492293,0.32,1.3506782104844763,-0.20802991350416145
432,0.37999999999999995,1,4.678995614167217,0.314,1.7829185558290293,-0.19077826681217794
433,0.41999999999999993,1,4.152433022003619,0.3,1.1673762124412779,-0.33647223662121273
434,0.32600000000000007,1,4.268354078053926,0.444,0.8749590460414911,0.30892718106551686
435,0.44799999999999995,1,3.9235487056154774,0.3,1.1374992901542123,-0.40101075775878403
436,0.336,1,4.179184799263101,0.352,0.9972493045761791,0.0465200156348927
437,0.30999999999999994,1,3.810333024863902,0.338,0.8701483026219142,0.08647359800382706
438,0.31200000000000006,1,3.678739060468417,0.344,0.552940585792356,0.09763846956391567
439,0.4159999999999999,1,3.715263766995676,0.336,0.637084293888205,-0.21357410029805876
440,0.41999999999999993,1,3.8065157928946247,0.318,0.8156365946052766,-0.27820332849723706
441,0.39999999999999997,1,3.8422337008560854,0.298,0.9509599938561214,-0.29437106060257756
442,0.342,1,4.074881219861093,0.372,0.7603241185050835,0.08408311721054125
443,0.324,1,4.367360146124219,0.49,0.8963659494967834,0.4136618753123428
444,0.36399999999999993,1,3.7446383909996968,0.304,0.7375165710664499,-0.1801261662305188
445,0.39199999999999996,1,4.1297550482254675,0.27,1.3617019230944591,-0.3728398807920876
446,0.322,1,4.243561850695335,0.376,1.0150542572933603,0.1550375978454862
447,0.308,1,3.6952597565082197,0.402,0.6961520965234198,0.26635230564544665
448,0.438,1,4.15417229127339,0.252,1.4460327192691091,-0.5527898228650229
449,0.364,1,3.8385764036285743,0.38,0.7435572914145072,0.04301738508369086
450,0.36399999999999993,1,3.7200410625759073,0.324,0.7547434742876864,-0.11641035184441109
451,0.3360000000000001,1,4.079262170287006,0.412,0.681213214467911,0.20391218938632186
452,0.41200000000000003,1,3.576883174235364,0.238,0.8912714789609288,-0.5487526756780517
453,0.36599999999999994,1,3.8077356446632584,0.318,0.8462345192350228,-0.1405819506211892
454,0.30599999999999994,1,3.836696509409442,0.326,1.0047850179741655,0.06331227941432707
455,0.3399999999999999,1,3.896498749887557,0.328,0.9332393190095536,-0.0359320092260631
456,0.39999999999999997,1,4.162159010787019,0.264,1.3329630110804767,-0.4155154439616658
457,0.44599999999999995,1,4.120863366158889,0.3,1.1925635252826223,-0.39653647736386294
458,0.296,1,4.387623967780202,0.394,0.8210437182163283,0.2859914549738735
459,0.39399999999999996,1,3.941578979454751,0.312,0.9126997170657706,-0.2333477214884514
460,0.3520000000000001,1,4.435707372074842,0.436,1.1253524440959894,0.21401106775093698
461,0.3959999999999999,1,4.13209201114045,0.326,1.1970539332303076,-0.19451682988777266
462,0.42400000000000004,1,4.087719845547668,0.356,1.0314813093004844,-0.1748027243799274
463,0.45199999999999996,1,4.572199895305667,0.312,1.4918012736180293,-0.37067899202274873
464,0.414,1,3.7906822015070816,0.252,1.0399578671326588,-0.496436886313891
465,0.34,1,4.266170513777911,0.356,1.1508115643779926,0.04598511324182322
466,0.30599999999999994,1,4.256036555658641,0.338,1.1269932492516421,0.09946079353063828
467,0.352,1,3.8758505101304213,0.296,1.0213745949751059,-0.17327172127403667
468,0.33799999999999997,1,4.071548450796599,0.39,0.9558606845024449,0.14310084364067344
469,0.322,1,4.319000857186775,0.376,1.063740733614341,0.1550375978454862
470,0.39999999999999997,1,3.790203493960059,0.288,0.8716076732955216,-0.3285040669720361
471,0.406,1,4.41183127085623,0.344,1.272187575148727,-0.16571150222833447
472,0.33599999999999997,1,3.8138625963794315,0.314,0.9581429668385493,-0.06771817405495073
473,0.314,1,3.9024905418172064,0.374,0.6165216086108732,0.17486281150627853
474,0.376,1,4.125809964427526,0.374,0.9741065016398714,-0.005333345975362617
475,0.334,1,3.9741193389264895,0.356,0.8708792337081958,0.06378973787533
476,0.354,1,4.465054219125593,0.404,1.194585581046577,0.13211796482737576
477,0.3279999999999999,1,3.634268467632888,0.334,0.62387423483275,0.018127384592557135
478,0.39799999999999996,1,4.387726108888419,0.286,1.5233295761745673,-0.33046019446458513
479,0.35800000000000004,1,4.627584245554191,0.35,1.5512836746820093,-0.022599831917241145
480,0.316,1,3.814819370175283,0.4,0.6000586839836826,0.23572233352106994
481,0.336,1,4.134422927357912,0.372,0.9747649374852504,0.10178269430994218
482,0.2919999999999999,1,4.383858831787825,0.34,1.3074573104751555,0.1521918153419257
483,0.37799999999999995,1,3.8792263896906567,0.336,0.9092122329622734,-0.11778303565638326
484,0.33999999999999997,1,3.9114087324083413,0.388,0.7377765696233313,0.1320597220130665
485,0.3820000000000001,1,4.25206715219667,0.408,0.8403142447135176,0.06584656579758612
486,0.41,1,4.380584249334247,0.302,1.5919964469433163,-0.3057301423234839
487,0.34600000000000003,1,4.0339497222953185,0.364,1.0104732109512715,0.05071509257901622
488,0.35000000000000003,1,4.366155284545771,0.228,1.7791495740706116,-0.4285875255290187
489,0.34400000000000003,1,3.8553251749880806,0.368,0.8786760542357125,0.06744128079553248
490,0.282,1,3.804844796048104,0.386,0.6243396895968193,0.31393029852671733
491,0.33,1,4.132651173366291,0.372,0.8590662915433666,0.11980119981262058
492,0.33399999999999996,1,3.725435335608708,0.32,0.7949046610536035,-0.04281999718292807
493,0.344,1,3.951077156672347,0.264,1.228687353409479,-0.264692554227082
494,0.2980000000000001,1,4.449375470466764,0.414,1.1043120749107211,0.32877248731990955
495,0.33999999999999997,1,3.8911437319909896,0.302,0.9613209852800959,-0.11851860023533736
496,0.374,1,3.959714483029398,0.386,0.9210073126738312,0.03158157205029905
497,0.42199999999999993,1,4.020888703078483,0.304,1.1024933137217408,-0.32797761262978997
498,0.43,1,4.27887347315202,0.268,1.446542062554466,-0.4727982281767514
499,0.3279999999999999,1,4.0960187352729625,0.336,1.0665360071484065,0.024097551579060957
500,0.39399999999999996,1,3.8790178606677497,0.318,0.8118744626613819,-0.21429952651775688
501,0.43799999999999994,1,4.096944023233295,0.294,1.1712045056169518,-0.3986391430377645
502,0.35600000000000004,1,4.244784575685436,0.346,1.1472253175375646,-0.028491955794306384
503,0.304,1,4.187413930239531,0.4,0.7900139995918273,0.27443684570176036
504,0.346,1,4.194032021036686,0.376,0.9923464692854926,0.08315036833217038
505,0.35800000000000004,1,4.601077260155522,0.35,1.55467352492867,-0.022599831917241145
506,0.41400000000000003,1,4.182102923894693,0.348,1.1192119748618383,-0.17366349405084022
507,0.35200000000000004,1,3.971247076956702,0.352,0.784295800150011,-1.1102230246251565e-16
508,0.32600000000000007,1,4.19974738906875,0.43,0.9314682474482114,0.2768878273209002
509,0.334,1,4.511183717878101,0.352,1.4608303981483304,0.05249018262139655
510,0.3959999999999999,1,4.01703175537266,0.338,0.9918561813089631,-0.15836831577146143
511,0.414,1,4.106558855497681,0.284,1.252666630512383,-0.37689173566410844
512,0.3839999999999999,1,4.272898990860982,0.34,1.2847972360564943,-0.12169693497751945
513,0.458,1,3.991250926838697,0.358,0.8337950974463164,-0.24633619771348472
514,0.33399999999999996,1,4.41842328357926,0.386,1.178907037323818,0.14469637648813055
515,0.27,1,4.158543208506496,0.366,1.0008973421503595,0.3042113744029914
516,0.32599999999999996,1,3.762367779203508,0.314,0.6922037765283809,-0.03750439545845417
517,0.26,1,4.061125406653762,0.352,1.0295678406581024,0.30294954458256923
518,0.2899999999999999,1,3.6664532095395734,0.32,0.6704058103445791,0.0984400728132527
519,0.33999999999999997,1,4.007945217535747,0.394,0.735153171557646,0.14740529168772684
520,0.408,1,3.757837414856471,0.288,0.9846272033298002,-0.3483066942682157
521,0.32199999999999995,1,3.9367088030035955,0.284,1.1894839030108881,-0.12557730738320227
522,0.43000000000000005,1,4.859973245881498,0.204,2.31284200223859,-0.7456652148433919
523,0.344,1,4.4155814349579945,0.404,1.060234780452003,0.1607732205877518
524,0.37399999999999994,1,3.8877509837053212,0.336,0.9012775577139166,-0.10714463745132753
525,0.34199999999999997,1,3.6440615968023953,0.31,0.7963922388152453,-0.09823843958341309
526,0.41999999999999993,1,4.167140379312459,0.318,1.1774776868860173,-0.27820332849723706
527,0.31199999999999994,1,4.364427084260608,0.34,1.2837685807692405,0.08594242980072504
528,0.37999999999999995,1,3.850891657887834,0.29,1.0759252622308029,-0.2702903297399117
529,0.336,1,4.250212479045462,0.368,0.8821924026163834,0.09097177820572659
530,0.33599999999999997,1,3.5869699604428313,0.286,0.6555120583403223,-0.1611193491433517
531,0.29600000000000004,1,3.9104519769349033,0.36,0.7609940737963058,0.19574457712609514
532,0.38399999999999995,1,4.306117714814583,0.326,1.2224944822329853,-0.16374517122101903
533,0.332,1,4.282957703243298,0.372,1.1190250818570184,0.11375888535665796
534,0.37399999999999994,1,3.9213284014799106,0.342,0.9384311210831218,-0.08944506035192655
535,0.38999999999999996,1,4.306334278825666,0.324,1.374300664509743,-0.18540322333136253
536,0.34199999999999997,1,3.925000275475497,0.276,1.0542208809284506,-0.21440987134545494
537,0.308,1,3.8728459000939224,0.36,0.7828690555486724,0.15600424847658118
538,0.3400000000000001,1,4.103891637247091,0.43,0.6742042457519405,0.23483959107740082
539,0.3420000000000001,1,4.098006747527393,0.44,0.8526310555278135,0.2519639898497015
540,0.36200000000000004,1,4.301610426447024,0.354,1.2440201557297466,-0.022347298691996774
541,0.3459999999999999,1,3.849388010925927,0.342,1.017150778092354,-0.01162803799511876
542,0.342,1,3.848767087246369,0.364,0.6989842706218374,0.06234313057413535
543,0.272,1,4.078691019893007,0.378,0.8410974289244355,0.32909212932359033
544,0.3980000000000001,1,4.1682581105755805,0.424,0.8679585902510474,0.0632814499475198
545,0.37399999999999994,1,3.8471330088388402,0.334,0.848952041660208,-0.11311480443783126
546,0.36600000000000005,1,4.034554221487823,0.348,1.0100083128662931,-0.050430853626892085
547,0.27599999999999997,1,3.8363137758557575,0.382,0.7961530422147663,0.3250197428894253
548,0.322,1,4.133403903356506,0.38,1.0017237463248794,0.16561970717602315
549,0.34199999999999997,1,3.879398917218083,0.382,0.7289205512638398,0.11060987154397023
550,0.37,1,4.106582541850136,0.37,0.8661201969139224,0.0
551,0.35600000000000004,1,3.888880981765766,0.354,0.8861517642532234,-0.005633817718256131
552,0.324,1,4.150044494032217,0.37,1.128902326308902,0.13275948984594071
553,0.3580000000000001,1,4.483865938751976,0.412,0.8247606697009803,0.1404903629488257
554,0.31399999999999995,1,3.7042357473597063,0.318,0.7474303848233408,0.012658396871923685
555,0.362,1,4.160455035197058,0.27,1.3872165838401098,-0.29322225282739617
556,0.42800000000000005,1,4.1522687881483495,0.21,1.4821816549765925,-0.7120156648643282
557,0.36399999999999993,1,4.527539959044008,0.332,1.4055149348678235,-0.0920188987202519
558,0.394,1,4.351869268901647,0.352,1.4218538415940079,-0.11271973369983683
559,0.38199999999999995,1,3.813796901779876,0.322,0.9703352671183687,-0.17086906306216668
560,0.38999999999999996,1,3.9040078892926497,0.304,0.9165391268765581,-0.24911903771747027
561,0.388,1,4.49607438278376,0.356,1.3951629834565693,-0.08607460877124302
562,0.42200000000000004,1,4.183411804672916,0.346,1.1681478048760208,-0.1985665389782878
563,0.336,1,4.021414500595219,0.38,0.8613805884078751,0.12306009275722721
564,0.326,1,4.02541214079369,0.37,1.0112771657872717,0.12660562427156238
565,0.258,1,4.2371907166686835,0.362,1.2090004076651495,0.3386846269041535
566,0.39599999999999996,1,3.7825535916435964,0.268,0.848341326011516,-0.3904272307436237
567,0.36,1,4.1657418274676985,0.384,0.8294470542411281,0.06453852113757116
568,0.37599999999999995,1,3.779013283902473,0.314,0.7689094606723144,-0.180196157481641
569,0.326,1,3.9971328211223267,0.38,0.9449679442509286,0.15327387135372375
570,0.324,1,3.9356756692545045,0.37,0.6885275019936277,0.13275948984594071
571,0.43999999999999995,1,3.743987766905385,0.282,0.7959946278994253,-0.4448676559741933
572,0.308,1,3.8516350632208844,0.354,0.6783263471644762,0.13919713016019997
573,0.32999999999999996,1,4.26921638552445,0.308,1.3261842503247268,-0.06899287148695131
574,0.35999999999999993,1,3.592899621147985,0.302,0.6402245905179007,-0.17567701407528588
575,0.382,1,3.903104580057367,0.262,1.0636011768785383,-0.3770761048454783
576,0.362,1,4.165097230440365,0.368,1.2029763480848912,0.01643872634315994
577,0.36,1,4.292002242882508,0.368,1.02196859994117,0.021978906718775167
578,0.38,1,4.474807550735315,0.246,1.8669236819329373,-0.43483971678806865
579,0.32199999999999995,1,4.25173105290566,0.31,1.3220628871510742,-0.037979248065216215
580,0.39199999999999996,1,3.9309069520958424,0.312,1.135088291576108,-0.22825865198098005
581,0.322,1,4.290353202595871,0.348,1.2319092654043449,0.07765093423006586
582,0.37999999999999995,1,4.064080700714325,0.328,0.9900075083794863,-0.14715764433628756
583,0.28600000000000003,1,4.229397019109053,0.44,0.7945136579747165,0.43078291609245417
584,0.36,1,3.5710779551992573,0.254,0.7848391828573066,-0.34876976443161906
585,0.376,1,4.3398031071564045,0.35,1.2743490201332268,-0.07165598890643517
586,0.336,1,4.311349593163505,0.368,1.1466020145023905,0.09097177820572659
587,0.36399999999999993,1,3.7624028687288567,0.33,0.78955694839957,-0.0980612131762145
588,0.33799999999999997,1,3.9856504981328333,0.384,0.7320208548853656,0.1275966571047081
589,0.3959999999999999,1,4.057980398344538,0.342,0.8346253539440371,-0.14660347419187514
590,0.32199999999999995,1,3.788938188452199,0.316,0.7921620410836498,-0.018809331957496
591,0.32999999999999996,1,4.3815239251093505,0.264,1.6357024648273417,-0.22314355131420957
592,0.416,1,4.10286115897026,0.288,1.2974811031297555,-0.3677247801253174
593,0.34199999999999997,1,4.218545381823052,0.282,1.429721880740574,-0.19290366612449156
594,0.344,1,4.145718000774989,0.398,0.6923189836221363,0.1458103479110394
595,0.462,1,4.798677189866925,0.36,1.5940512499566417,-0.24946085963158326
596,0.35800000000000004,1,4.134794541165309,0.344,1.103440445387449,-0.0398913290273022
597,0.4079999999999999,1,4.547092649385931,0.332,1.3402579819150666,-0.2061322054876729
598,0.30799999999999994,1,3.837539488493319,0.302,0.9933660844313962,-0.019672765598704667
599,0.352,1,4.054837888099032,0.382,0.9242800948879708,0.08178943300847807
600,0.3959999999999999,1,3.879595747314108,0.342,0.807646176278029,-0.14660347419187514
601,0.358,1,4.490845799242698,0.406,1.059452012328314,0.12582017320103242
602,0.3539999999999999,1,4.513216606336014,0.332,1.3789695115741627,-0.06416194421728566
603,0.4059999999999999,1,3.9304451729586365,0.316,0.8652922520601829,-0.2506109460148203
604,0.312,1,4.045091011582646,0.406,0.8115870776683465,0.26334997179225034
605,0.318,1,4.102232380502625,0.384,0.9870140955544942,0.18859116980754997
606,0.346,1,3.9458441999882012,0.3,0.948491157048708,-0.1426563004015232
607,0.33599999999999997,1,3.896131960508793,0.318,1.0173183345528538,-0.05505977718302731
608,0.342,1,4.275871632286705,0.35,1.2416596980262518,0.023122417420853993
609,0.336,1,3.8475377090267844,0.348,0.7176591522511818,0.03509131981126998
610,0.396,1,4.119595649613365,0.35,0.8927093679843912,-0.12348105677102128
611,0.39599999999999996,1,4.260948616283446,0.304,1.4967387415352345,-0.2643865098482588
612,0.3520000000000001,1,4.349696997256045,0.408,1.0805608396005755,0.1476359988060643
613,0.358,1,4.097097614967873,0.372,1.0737660636530784,0.03836086787244637
614,0.39599999999999996,1,4.035518457285745,0.292,1.14616248857544,-0.30466040898619884
615,0.32999999999999996,1,4.153900676968722,0.306,1.320601178758757,-0.07550755250814506
616,0.39,1,4.021351040103511,0.358,0.8351047854242009,-0.08561375272299185
617,0.40599999999999997,1,3.9997543950219683,0.398,0.6620453258294066,-0.0199011543172948
618,0.32600000000000007,1,4.159775910920583,0.446,0.7756388231591475,0.3134215706533562
619,0.37199999999999994,1,3.528697612218761,0.29,0.7801199959738456,-0.24901293129262675
620,0.36200000000000004,1,4.343491055395394,0.352,1.387455453928599,-0.02801303622767412
621,0.23600000000000004,1,4.4466390467200085,0.458,0.9347185827904968,0.6630373790885747
622,0.366,1,4.104851530104682,0.38,0.8407166039794587,0.03753791931906524
623,0.396,1,3.888960823319745,0.374,0.7629740914545241,-0.05715841383994864
624,0.29399999999999993,1,3.7162728768964906,0.316,0.8242000259993439,0.07216244624823079
625,0.39799999999999996,1,3.8301720694958314,0.306,0.9261101719509385,-0.2628669033320569
626,0.386,1,4.146187040771326,0.212,1.5469792365920303,-0.5992510947928185
627,0.362,1,3.3321587010547313,0.244,0.6322074882041769,-0.3944759865325691
628,0.42200000000000004,1,3.809911004370987,0.346,0.7515676672122799,-0.1985665389782878
629,0.33599999999999997,1,4.344277969572365,0.388,1.155553783248634,0.14389417966006932
630,0.3400000000000001,1,4.2044664918132,0.416,0.8614076872675414,0.20173964265105593
631,0.36799999999999994,1,3.9749322396439872,0.326,1.006418384700075,-0.12118555680222311
632,0.37,1,4.1896278466675,0.242,1.4463029697146952,-0.42456527948158373
633,0.3399999999999999,1,3.695994475768433,0.328,0.6936504931186235,-0.0359320092260631
634,0.38599999999999995,1,4.050305419725391,0.274,1.2485850794002513,-0.34270926307676036
635,0.31599999999999995,1,3.820075881188495,0.34,0.7031256800954104,0.07320340402329513
636,0.32,1,4.213058709331035,0.372,1.0224631052354416,0.1505728584793742
637,0.39399999999999996,1,4.057561179497666,0.316,1.0395554468217405,-0.22060869571102162
638,0.31999999999999995,1,4.228043001322838,0.304,1.3780998649037737,-0.05129329438755046
639,0.37399999999999994,1,4.581253996937944,0.342,1.5011695314376516,-0.08944506035192655
640,0.362,1,4.0993598907504225,0.358,0.8680373327926821,-0.011111225425070722
641,0.318,1,4.000679302000765,0.368,0.7404950105885227,0.14603155538875406
642,0.266,1,3.964933617512505,0.388,0.7385671278315267,0.3775090308415744
643,0.308,1,3.878640598706372,0.36,0.7779396324707111,0.15600424847658118
644,0.4079999999999999,1,3.848259871840571,0.322,0.733196650474753,-0.23671562885975314
645,0.34400000000000003,1,3.718446735135881,0.352,0.5895306494895115,0.022989518224698562
646,0.32,1,3.97625186352926,0.372,0.8720695212426138,0.1505728584793742
647,0.33799999999999997,1,4.176925480166848,0.308,1.3006092650113688,-0.0929461125094442
648,0.28800000000000003,1,4.308007435955975,0.444,0.9868371954151614,0.4328640822962787
649,0.37,1,4.109766310270657,0.362,1.0342150504829957,-0.021858793812499073
650,0.37199999999999994,1,4.0720039808581925,0.304,1.2691959826920363,-0.20186615286692466
651,0.31599999999999995,1,3.61880029757591,0.294,0.8682123345054741,-0.07216244624823043
652,0.33199999999999996,1,3.80696641072947,0.32,0.8996042379652476,-0.0368139731227162
653,0.396,1,4.1749385354926964,0.348,1.0760489231167059,-0.12921173148000634
654,0.33799999999999997,1,3.735650799108858,0.314,0.7622595014488888,-0.07365290957476532
655,0.39799999999999996,1,4.367724233063836,0.306,1.4621533631444172,-0.2628669033320569
656,0.2859999999999999,1,3.6583296092261897,0.334,0.7311096730535463,0.1551491821568481
657,0.35,1,4.114343623171367,0.376,0.785152888408537,0.07165598890643515
658,0.38199999999999995,1,4.200880725347735,0.324,1.1234921026527647,-0.16467709281424567
659,0.3559999999999999,1,4.251531364898352,0.33,1.166346736071366,-0.07583807639150425
660,0.416,1,4.105498117338286,0.3,1.3208073867565322,-0.32690278560506225
661,0.368,1,4.034754959851761,0.37,0.9842021132141714,0.005420067469339113
662,0.346,1,4.338245520982683,0.274,1.5697293691207599,-0.2333106686696539
663,0.35200000000000004,1,3.875607418744534,0.348,0.8007895546279571,-0.011428695823622968
664,0.402,1,3.60689708712818,0.254,0.9081589478085837,-0.4591178216004845
665,0.37999999999999995,1,4.029107634419623,0.33,1.0655565139588679,-0.14107859825990537
666,0.392,1,4.239056502738697,0.35,1.121368912760485,-0.11332868530700324
667,0.27799999999999997,1,3.889392959353641,0.388,0.7450836785483766,0.3333842259326365
668,0.40399999999999997,1,3.8499543192294805,0.288,0.9486039073125391,-0.3384543978252042
669,0.36,1,3.824750715272743,0.364,0.8072486403676925,0.011049836186584935
670,0.44399999999999995,1,3.9444573065750994,0.302,1.1293410688693655,-0.3853975450573551
